site_id,name,original_area_sq_m,safe_area_sq_m,coverage_percentage,distance_to_critical_m,intersects_demand,is_safe,area_score,coverage_score,proximity_score,composite_score,rank,category
"('way', 203052826)",پارک دهکده طلایی,124650.09162002767,114708.47254332027,92.02437884521373,241.81927780098903,True,True,1.0,0.9045178058524425,0.5402920905933364,100.0,1,A - Excellent
"('way', 1304629644)",بوستان مادر,4955.728591274021,4955.728591274022,100.00000000000003,343.8681009762633,True,True,0.04023903173367025,1.0,0.26640575667947747,65.88471152765398,2,B - Good
"('way', 661291309)",,354.2243701539799,354.22437015397986,99.99999999999999,327.7625902003833,True,True,0.0,0.9999999999999993,0.30963094208548325,65.18313434403254,3,B - Good
"('way', 1212604574)",,6751.041441015707,6751.041441015707,100.0,417.2625973883061,True,True,0.05593860458227181,0.9999999999999997,0.06942406765771908,62.76632335342376,4,B - Good
"('way', 1350865189)",,4146.785505513082,4146.785505513082,100.0,429.3250452727089,True,True,0.03316502181550823,0.9999999999999997,0.037049959595623,61.298845120375546,5,B - Good
